Issue_Key,Issue_Type,Summary,Status,Priority,Sprint_Name,Sprint_Start,Sprint_End,Story_Points,Assignee,Reporter,Created_Date,Updated_Date,Resolved_Date,Epic_Key,Labels,Component
PROJ-245,Bug,Resolve memory leak in WebSocket handler,In Review,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,1,Casey Williams,Drew Nakamura,2025-11-24,2025-11-30,,PROJ-7,api,Reporting
PROJ-246,Task,Build vulnerability scan integration,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Alex Thompson,Riley Patel,2025-11-26,2025-11-30,,PROJ-5,performance,Reporting
PROJ-247,Bug,Fix broken pagination on large datasets,To Do,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,5,Jordan Rivera,Taylor Kim,2025-11-20,2025-12-05,,PROJ-8,"migration,data-pipeline",Reporting
PROJ-248,Story,Add API versioning strategy,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,2,Quinn Fitzgerald,Quinn Fitzgerald,2025-11-19,2025-11-27,,PROJ-7,compliance,Backend API
PROJ-249,Story,Create chart rendering engine,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Alex Thompson,Drew Nakamura,2025-11-28,2025-12-05,2025-12-07,PROJ-2,"accessibility,api",DevOps
PROJ-250,Task,Implement A/B report comparison,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,8,Jamie Reeves,Avery Okafor,2025-11-19,2025-12-05,,PROJ-4,"data-pipeline,ux",Frontend UI
PROJ-251,Sub-task,Document API for build integration test harness,Done,Low,Sprint 5 - Hardening,2025-11-26,2025-12-09,,Jordan Rivera,Pat Morrison (PM),2025-11-21,2025-11-22,2025-12-05,PROJ-8,ux,Reporting
PROJ-252,Story,Create chart rendering engine,In Progress,Medium,Sprint 5 - Hardening,2025-11-26,2025-12-09,3,Quinn Fitzgerald,Alex Thompson,2025-11-23,2025-12-09,,PROJ-2,"data-pipeline,api",Documentation
PROJ-253,Story,Build incremental load processor,In Review,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,13,Jamie Reeves,Chris Albright (Tech Lead),2025-12-04,2025-12-07,,PROJ-3,compliance,Infrastructure
PROJ-254,Bug,Fix export truncating long field values,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Morgan Chen,Jamie Reeves,2025-12-05,2025-12-13,2025-12-18,PROJ-5,accessibility,Backend API
PROJ-255,Story,Optimize bundle size and code splitting,To Do,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Riley Patel,Chris Albright (Tech Lead),2025-12-08,2025-12-08,,PROJ-6,compliance,DevOps
PROJ-256,Bug,Correct date parsing for EU format inputs,To Do,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Drew Nakamura,Jamie Reeves,2025-12-08,2025-12-16,,PROJ-2,tech-debt,DevOps
PROJ-257,Story,Create API health check endpoints,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Taylor Kim,Sam Delgado (PO),2025-12-11,2025-12-16,2025-12-13,PROJ-7,ux,Backend API
PROJ-258,Story,Redesign report template engine,To Do,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8,Riley Patel,Quinn Fitzgerald,2025-12-06,2025-12-14,,PROJ-4,performance,Backend API
PROJ-259,Story,Create test data management system,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Morgan Chen,Taylor Kim,2025-12-08,2025-12-19,,PROJ-8,"performance,compliance",Backend API
PROJ-260,Story,Implement change data capture,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Avery Okafor,Alex Thompson,2025-12-07,2025-12-27,2025-12-21,PROJ-3,"security,migration",Database
PROJ-261,Task,Build user profile settings page,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Drew Nakamura,Drew Nakamura,2025-12-13,2025-12-21,,PROJ-1,"migration,compliance",Authentication
PROJ-262,Task,Implement rate limiting,To Do,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,13,Jamie Reeves,Jamie Reeves,2025-12-08,2025-12-25,,PROJ-7,performance,DevOps
PROJ-263,Story,Add input sanitization middleware,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Morgan Chen,Avery Okafor,2025-12-13,2025-12-22,2025-12-17,PROJ-5,"security,accessibility",Infrastructure
PROJ-264,Task,Create login audit trail,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Jamie Reeves,Casey Williams,2025-12-09,2025-12-10,2025-12-19,PROJ-1,tech-debt,DevOps
PROJ-265,Sub-task,Document API for implement connection pooling,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Quinn Fitzgerald,Morgan Chen,2025-12-05,2025-12-14,2025-12-09,PROJ-6,"api,ux",Infrastructure
PROJ-266,Task,Add report versioning,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Taylor Kim,Jamie Reeves,2025-12-08,2025-12-19,,PROJ-4,performance,DevOps
PROJ-267,Story,Add dashboard sharing permissions,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8,Drew Nakamura,Alex Thompson,2025-12-09,2025-12-25,2025-12-14,PROJ-2,"ux,data-pipeline",Authentication
PROJ-268,Story,Build integration test harness,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Morgan Chen,Riley Patel,2025-12-10,2025-12-20,,PROJ-8,security,DevOps
PROJ-269,Story,Build incremental load processor,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,1,Drew Nakamura,Drew Nakamura,2025-12-12,2025-12-25,,PROJ-3,migration,Documentation
PROJ-270,Task,Optimize database query performance,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Casey Williams,Casey Williams,2025-12-03,2025-12-24,2025-12-04,PROJ-6,fedramp,Reporting
PROJ-271,Story,Build API key management,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Avery Okafor,Jamie Reeves,2025-12-07,2025-12-21,,PROJ-7,accessibility,Database
PROJ-272,Story,Build API contract testing,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8,Casey Williams,Sam Delgado (PO),2025-12-09,2025-12-09,2025-12-13,PROJ-8,"tech-debt,security",Database
PROJ-273,Story,Implement password policy enforcement,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Jordan Rivera,Pat Morrison (PM),2025-12-03,2025-12-22,2025-12-05,PROJ-1,"security,performance",Documentation
PROJ-274,Story,Build KPI card component,In Progress,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Taylor Kim,Drew Nakamura,2025-12-13,2025-12-13,,PROJ-2,api,Reporting
PROJ-275,Task,Implement retry logic for failed jobs,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Jordan Rivera,Quinn Fitzgerald,2025-12-04,2025-12-13,2025-12-08,PROJ-3,tech-debt,Reporting
PROJ-276,Bug,Correct filter state persistence on navigation,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,1,Quinn Fitzgerald,Riley Patel,2025-12-10,2025-12-16,2025-12-22,PROJ-4,security,Frontend UI
PROJ-277,Sub-task,Add error handling to build integration test harness,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Quinn Fitzgerald,Taylor Kim,2025-12-04,2025-12-12,2025-12-12,PROJ-8,security,Frontend UI
PROJ-278,Bug,Resolve CORS policy blocking API calls,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Alex Thompson,Alex Thompson,2025-12-04,2025-12-07,,PROJ-1,"ux,fedramp",Infrastructure
PROJ-279,Bug,Fix timezone display issue in reports,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Taylor Kim,Drew Nakamura,2025-12-09,2025-12-23,,PROJ-5,migration,Documentation
PROJ-280,Task,Create data validation framework,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,13,Drew Nakamura,Jamie Reeves,2025-12-05,2025-12-08,,PROJ-3,data-pipeline,DevOps
PROJ-281,Story,Implement request/response logging,In Review,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8,Quinn Fitzgerald,Jordan Rivera,2025-12-05,2025-12-20,,PROJ-7,"migration,security",Frontend UI
PROJ-282,Story,Optimize database query performance,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Riley Patel,Avery Okafor,2025-12-12,2025-12-19,2025-12-23,PROJ-6,data-pipeline,Frontend UI
PROJ-283,Story,Implement A/B report comparison,In Progress,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Alex Thompson,Pat Morrison (PM),2025-12-11,2025-12-12,,PROJ-4,"api,migration",DevOps
PROJ-284,Bug,Correct role permission check for admin panel,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Avery Okafor,Pat Morrison (PM),2025-12-11,2025-12-18,,PROJ-2,tech-debt,Frontend UI
PROJ-285,Task,Create unit test coverage baseline,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Drew Nakamura,Drew Nakamura,2025-12-10,2025-12-10,2025-12-12,PROJ-8,api,Backend API
PROJ-286,Bug,Fix file upload failing for files over 10MB,In Review,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Alex Thompson,Casey Williams,2025-12-08,2025-12-19,,PROJ-5,"fedramp,api",DevOps
PROJ-287,Bug,Fix slow query on compliance report page,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Taylor Kim,Avery Okafor,2025-12-08,2025-12-19,,PROJ-6,performance,Backend API
PROJ-288,Bug,Fix CSS overflow on mobile dashboard view,Done,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Casey Williams,Jordan Rivera,2025-12-07,2025-12-26,2025-12-14,PROJ-8,"accessibility,tech-debt",DevOps
PROJ-289,Bug,Fix chart tooltip positioning on scroll,To Do,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,8,Quinn Fitzgerald,Quinn Fitzgerald,2025-12-13,2025-12-16,,PROJ-4,api,Database
PROJ-290,Sub-task,Create Storybook story for implement saml 2.0 sso flow,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Jamie Reeves,Morgan Chen,2025-12-11,2025-12-16,2025-12-23,PROJ-1,"ux,performance",Documentation
PROJ-291,Task,Optimize image compression pipeline,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Drew Nakamura,Riley Patel,2025-12-06,2025-12-14,,PROJ-6,"migration,ux",Database
PROJ-292,Story,Add input sanitization middleware,Done,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Riley Patel,Pat Morrison (PM),2025-12-06,2025-12-12,2025-12-16,PROJ-5,ux,Infrastructure
PROJ-293,Bug,Resolve intermittent 502 on dashboard load,In Progress,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,5,Taylor Kim,Drew Nakamura,2025-12-09,2025-12-26,,PROJ-6,"api,performance",Backend API
PROJ-294,Story,Implement SAML 2.0 SSO flow,To Do,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Taylor Kim,Morgan Chen,2025-12-07,2025-12-28,,PROJ-1,"compliance,tech-debt",Backend API
PROJ-295,Story,Create unit test coverage baseline,In Review,Low,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Avery Okafor,Drew Nakamura,2025-12-06,2025-12-26,,PROJ-8,compliance,Backend API
PROJ-296,Sub-task,Add accessibility attributes to add circuit breaker pattern,Done,High,Sprint 6 - Release Prep,2025-12-10,2025-12-23,,Casey Williams,Pat Morrison (PM),2025-12-07,2025-12-13,2025-12-22,PROJ-7,"fedramp,api",Authentication
PROJ-297,Bug,Resolve CORS policy blocking API calls,In Progress,Lowest,Sprint 6 - Release Prep,2025-12-10,2025-12-23,1,Avery Okafor,Jordan Rivera,2025-12-05,2025-12-28,,PROJ-4,accessibility,Reporting
PROJ-298,Task,Build incremental load processor,In Review,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,3,Morgan Chen,Riley Patel,2025-12-05,2025-12-06,,PROJ-3,data-pipeline,Reporting
PROJ-299,Task,Implement API response caching,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Avery Okafor,Morgan Chen,2025-12-05,2025-12-21,2025-12-08,PROJ-6,api,Documentation
PROJ-300,Story,Implement report caching layer,Done,Medium,Sprint 6 - Release Prep,2025-12-10,2025-12-23,2,Avery Okafor,Chris Albright (Tech Lead),2025-12-12,2025-12-28,2025-12-20,PROJ-4,"security,performance",Infrastructure
